TimeFrame,DateTime,Year_Quarter,Time_Period,Year,Quarter,Location Id,Territorial_Authority,Dwelling Type,Number Of Beds,Median Rent,Geometric Mean Rent,Upper Quartile Rent,Lower Quartile Rent,Active Bonds,Total Bonds,Closed Bonds
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,123100.0,Auckland,House,3,600.0,627.0,640.0,600.0,135,12,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,123200.0,Auckland,House,3,595.0,602.0,670.0,570.0,120,15,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,123300.0,Auckland,House,3,610.0,603.0,640.0,593.0,141,15,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,123400.0,Auckland,House,3,680.0,644.0,700.0,620.0,159,21,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,123600.0,Auckland,House,3,650.0,674.0,725.0,633.0,102,15,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,123700.0,Auckland,House,3,850.0,890.0,1025.0,800.0,81,12,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,123800.0,Auckland,House,3,580.0,563.0,600.0,530.0,162,18,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,123900.0,Auckland,House,3,615.0,608.0,639.0,575.0,66,6,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,124000.0,Auckland,House,3,588.0,525.0,668.0,573.0,135,12,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,124100.0,Auckland,House,3,685.0,689.0,725.0,653.0,27,6,3
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,124200.0,Auckland,House,3,665.0,684.0,798.0,575.0,60,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,124300.0,Auckland,House,3,565.0,564.0,580.0,534.0,222,18,21
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,124400.0,Auckland,House,3,600.0,594.0,625.0,584.0,207,15,18
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,124500.0,Auckland,House,3,640.0,633.0,650.0,573.0,126,12,18
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,124600.0,Auckland,House,3,600.0,606.0,630.0,580.0,111,15,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,124800.0,Auckland,House,3,600.0,606.0,650.0,580.0,150,21,18
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,124900.0,Auckland,House,3,580.0,568.0,600.0,550.0,171,15,21
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,125200.0,Auckland,House,3,620.0,648.0,693.0,600.0,147,18,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,125300.0,Auckland,House,3,600.0,585.0,630.0,565.0,75,9,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,125400.0,Auckland,House,3,733.0,758.0,828.0,705.0,81,6,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,125500.0,Auckland,House,3,690.0,692.0,738.0,654.0,90,12,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,125600.0,Auckland,House,3,690.0,668.0,700.0,615.0,96,12,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,125700.0,Auckland,House,3,550.0,543.0,558.0,528.0,111,6,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,125800.0,Auckland,House,3,640.0,656.0,665.0,616.0,78,12,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,126000.0,Auckland,House,3,625.0,629.0,658.0,598.0,27,6,3
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,126100.0,Auckland,House,3,650.0,630.0,680.0,585.0,75,9,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,126200.0,Auckland,House,3,650.0,591.0,674.0,515.0,108,12,18
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,126400.0,Auckland,House,3,610.0,602.0,650.0,560.0,186,21,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,126500.0,Auckland,House,3,645.0,640.0,658.0,596.0,99,12,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,126600.0,Auckland,House,3,780.0,732.0,800.0,724.0,132,12,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,126700.0,Auckland,House,3,595.0,592.0,630.0,560.0,153,15,18
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,126900.0,Auckland,House,3,625.0,609.0,640.0,595.0,66,6,3
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,127000.0,Auckland,House,3,590.0,589.0,635.0,568.0,159,9,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,127100.0,Auckland,House,3,670.0,671.0,700.0,630.0,75,9,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,127300.0,Auckland,House,3,600.0,636.0,700.0,590.0,60,9,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,127700.0,Auckland,House,3,560.0,587.0,600.0,555.0,144,9,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,127800.0,Auckland,House,3,565.0,585.0,605.0,548.0,63,6,3
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,128200.0,Auckland,House,3,715.0,706.0,750.0,673.0,60,9,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,128300.0,Auckland,House,3,560.0,557.0,580.0,545.0,180,18,21
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,128400.0,Auckland,House,3,550.0,535.0,580.0,500.0,96,9,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,128500.0,Auckland,House,3,620.0,604.0,643.0,584.0,105,6,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,128800.0,Auckland,House,3,700.0,775.0,873.0,698.0,87,9,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,128900.0,Auckland,House,3,590.0,605.0,650.0,560.0,165,15,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,129000.0,Auckland,House,3,550.0,537.0,568.0,535.0,114,12,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,129100.0,Auckland,House,3,580.0,567.0,590.0,550.0,174,15,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,129300.0,Auckland,House,3,700.0,678.0,748.0,630.0,72,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,129400.0,Auckland,House,3,705.0,886.0,765.0,686.0,51,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,129600.0,Auckland,House,3,560.0,567.0,610.0,550.0,138,15,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,129700.0,Auckland,House,3,975.0,1041.0,1163.0,900.0,39,6,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,129900.0,Auckland,House,3,793.0,768.0,823.0,715.0,108,18,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,130100.0,Auckland,House,3,625.0,628.0,661.0,596.0,126,6,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,130200.0,Auckland,House,3,920.0,1141.0,1500.0,880.0,54,9,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,130300.0,Auckland,House,3,865.0,887.0,938.0,799.0,87,18,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,130400.0,Auckland,House,3,855.0,1062.0,1158.0,850.0,42,6,3
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,130500.0,Auckland,House,3,550.0,553.0,620.0,535.0,117,9,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,130600.0,Auckland,House,3,620.0,644.0,680.0,593.0,132,12,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,130700.0,Auckland,House,3,750.0,725.0,850.0,680.0,75,9,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,130800.0,Auckland,House,3,590.0,596.0,630.0,558.0,75,6,3
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,130900.0,Auckland,House,3,600.0,576.0,600.0,560.0,129,15,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,131000.0,Auckland,House,3,585.0,575.0,595.0,563.0,90,12,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,131100.0,Auckland,House,3,612.0,652.0,690.0,600.0,96,9,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,131200.0,Auckland,House,3,990.0,1025.0,1200.0,910.0,135,15,24
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,131500.0,Auckland,House,3,610.0,530.0,650.0,558.0,156,15,18
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,131600.0,Auckland,House,3,900.0,914.0,970.0,835.0,75,9,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,131700.0,Auckland,House,3,635.0,637.0,650.0,618.0,123,9,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,131800.0,Auckland,House,3,1125.0,1153.0,1250.0,950.0,105,12,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,131900.0,Auckland,House,3,700.0,691.0,728.0,655.0,60,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,132000.0,Auckland,House,3,620.0,632.0,700.0,590.0,165,21,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,132100.0,Auckland,House,3,788.0,825.0,910.0,713.0,66,12,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,132200.0,Auckland,House,3,745.0,729.0,780.0,673.0,102,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,132300.0,Auckland,House,3,560.0,557.0,580.0,550.0,123,15,18
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,132600.0,Auckland,House,3,575.0,577.0,620.0,550.0,144,9,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,132800.0,Auckland,House,3,890.0,945.0,938.0,863.0,90,9,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,132900.0,Auckland,House,3,595.0,611.0,678.0,560.0,114,12,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,133000.0,Auckland,House,3,843.0,852.0,889.0,808.0,57,6,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,133100.0,Auckland,House,3,598.0,621.0,650.0,585.0,87,6,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,133500.0,Auckland,House,3,840.0,828.0,1020.0,780.0,51,15,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,133600.0,Auckland,House,3,755.0,772.0,873.0,660.0,72,6,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,134200.0,Auckland,House,3,715.0,722.0,730.0,708.0,51,6,3
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,134400.0,Auckland,House,3,750.0,802.0,900.0,750.0,96,15,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,134600.0,Auckland,House,3,580.0,623.0,659.0,560.0,39,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,134900.0,Auckland,House,3,600.0,581.0,620.0,545.0,117,9,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,135000.0,Auckland,House,3,595.0,616.0,665.0,560.0,159,18,18
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,135200.0,Auckland,House,3,700.0,693.0,738.0,670.0,24,6,3
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,135400.0,Auckland,House,3,605.0,622.0,645.0,596.0,72,12,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,135500.0,Auckland,House,3,665.0,676.0,690.0,603.0,90,12,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,135600.0,Auckland,House,3,590.0,595.0,600.0,570.0,126,15,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,135700.0,Auckland,House,3,730.0,738.0,750.0,720.0,72,18,18
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,135800.0,Auckland,House,3,698.0,715.0,711.0,691.0,57,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,136000.0,Auckland,House,3,715.0,745.0,784.0,700.0,27,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,136100.0,Auckland,House,3,935.0,936.0,1040.0,838.0,24,6,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,136200.0,Auckland,House,3,840.0,908.0,1148.0,675.0,51,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,136300.0,Auckland,House,3,683.0,666.0,743.0,593.0,93,6,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,136400.0,Auckland,House,3,820.0,858.0,935.0,769.0,78,6,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,136500.0,Auckland,House,3,573.0,561.0,593.0,548.0,162,15,18
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,136600.0,Auckland,House,3,610.0,623.0,650.0,600.0,117,12,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,136700.0,Auckland,House,3,650.0,684.0,715.0,625.0,39,6,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,137000.0,Auckland,House,3,805.0,803.0,858.0,753.0,51,6,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,137100.0,Auckland,House,3,600.0,575.0,650.0,560.0,87,12,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,137200.0,Auckland,House,3,630.0,622.0,680.0,600.0,123,15,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,137400.0,Auckland,House,3,965.0,989.0,1233.0,790.0,93,12,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,137600.0,Auckland,House,3,700.0,692.0,750.0,625.0,78,9,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,137700.0,Auckland,House,3,710.0,720.0,761.0,696.0,33,6,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,137800.0,Auckland,House,3,750.0,766.0,868.0,665.0,48,9,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,137900.0,Auckland,House,3,620.0,603.0,655.0,553.0,72,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,138000.0,Auckland,House,3,655.0,635.0,683.0,610.0,69,6,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,138200.0,Auckland,House,3,720.0,728.0,803.0,675.0,99,9,3
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,138300.0,Auckland,House,3,605.0,617.0,650.0,573.0,150,12,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,138400.0,Auckland,House,3,695.0,639.0,700.0,615.0,66,9,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,138500.0,Auckland,House,3,870.0,871.0,1013.0,749.0,60,6,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,138600.0,Auckland,House,3,600.0,597.0,608.0,590.0,84,6,3
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,138700.0,Auckland,House,3,765.0,760.0,823.0,713.0,42,6,3
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,138900.0,Auckland,House,3,640.0,621.0,660.0,573.0,126,12,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,139100.0,Auckland,House,3,620.0,607.0,658.0,573.0,42,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,139200.0,Auckland,House,3,1025.0,978.0,1200.0,855.0,45,6,3
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,139300.0,Auckland,House,3,795.0,793.0,888.0,700.0,54,9,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,139400.0,Auckland,House,3,800.0,835.0,855.0,725.0,60,12,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,139600.0,Auckland,House,3,605.0,626.0,673.0,594.0,114,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,139700.0,Auckland,House,3,700.0,676.0,780.0,680.0,114,9,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,139800.0,Auckland,House,3,640.0,621.0,650.0,598.0,156,12,21
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,139900.0,Auckland,House,3,735.0,714.0,770.0,680.0,69,9,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,140000.0,Auckland,House,3,858.0,857.0,903.0,814.0,57,6,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,140100.0,Auckland,House,3,745.0,761.0,838.0,678.0,66,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,140200.0,Auckland,House,3,690.0,728.0,800.0,670.0,48,9,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,140300.0,Auckland,House,3,960.0,887.0,980.0,800.0,66,9,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,140400.0,Auckland,House,3,650.0,610.0,693.0,600.0,120,6,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,140500.0,Auckland,House,3,965.0,976.0,1163.0,853.0,57,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,140600.0,Auckland,House,3,630.0,622.0,650.0,603.0,48,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,140700.0,Auckland,House,3,590.0,587.0,600.0,578.0,48,6,3
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,140800.0,Auckland,House,3,820.0,854.0,900.0,720.0,63,9,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,140900.0,Auckland,House,3,640.0,622.0,650.0,595.0,123,6,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,141000.0,Auckland,House,3,913.0,913.0,996.0,795.0,96,12,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,141100.0,Auckland,House,3,865.0,872.0,910.0,850.0,93,15,18
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,141200.0,Auckland,House,3,725.0,756.0,863.0,693.0,39,6,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,141500.0,Auckland,House,3,780.0,757.0,784.0,755.0,36,6,3
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,141600.0,Auckland,House,3,895.0,896.0,1100.0,760.0,42,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,141700.0,Auckland,House,3,730.0,747.0,785.0,695.0,48,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,141800.0,Auckland,House,3,817.0,790.0,867.0,723.0,66,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,142000.0,Auckland,House,3,625.0,633.0,655.0,599.0,102,12,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,142100.0,Auckland,House,3,663.0,643.0,694.0,590.0,117,6,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,142200.0,Auckland,House,3,790.0,781.0,820.0,710.0,132,21,18
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,142300.0,Auckland,House,3,600.0,611.0,643.0,584.0,75,9,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,142400.0,Auckland,House,3,653.0,696.0,785.0,581.0,42,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,142800.0,Auckland,House,3,738.0,710.0,790.0,650.0,156,18,18
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,142900.0,Auckland,House,3,595.0,595.0,630.0,553.0,63,6,3
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,143000.0,Auckland,House,3,865.0,873.0,894.0,800.0,75,12,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,143100.0,Auckland,House,3,953.0,916.0,998.0,758.0,105,12,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,143200.0,Auckland,House,3,800.0,848.0,925.0,739.0,54,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,143300.0,Auckland,House,3,795.0,812.0,810.0,725.0,102,9,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,143400.0,Auckland,House,3,630.0,733.0,703.0,625.0,69,6,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,143500.0,Auckland,House,3,799.0,790.0,850.0,725.0,90,15,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,143600.0,Auckland,House,3,715.0,714.0,753.0,678.0,48,6,3
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,143800.0,Auckland,House,3,745.0,737.0,790.0,696.0,120,18,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,143900.0,Auckland,House,3,750.0,756.0,808.0,720.0,93,12,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,144000.0,Auckland,House,3,865.0,745.0,958.0,743.0,72,6,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,144100.0,Auckland,House,3,695.0,685.0,800.0,630.0,87,9,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,144300.0,Auckland,House,3,670.0,664.0,678.0,650.0,105,9,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,144400.0,Auckland,House,3,705.0,726.0,750.0,671.0,117,12,18
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,144500.0,Auckland,House,3,650.0,604.0,690.0,625.0,90,9,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,144700.0,Auckland,House,3,620.0,640.0,630.0,610.0,102,9,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,144800.0,Auckland,House,3,695.0,674.0,700.0,630.0,105,12,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,144900.0,Auckland,House,3,830.0,835.0,845.0,823.0,33,6,0
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,145000.0,Auckland,House,3,670.0,665.0,745.0,605.0,90,15,3
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,145100.0,Auckland,House,3,610.0,546.0,705.0,505.0,84,9,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,145200.0,Auckland,House,3,648.0,659.0,693.0,614.0,60,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,145300.0,Auckland,House,3,675.0,708.0,825.0,600.0,81,6,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,145600.0,Auckland,House,3,730.0,729.0,760.0,700.0,90,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,145700.0,Auckland,House,3,830.0,845.0,860.0,805.0,42,12,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,145800.0,Auckland,House,3,668.0,669.0,735.0,638.0,81,6,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,146100.0,Auckland,House,3,635.0,654.0,713.0,625.0,75,9,3
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,146200.0,Auckland,House,3,640.0,625.0,700.0,620.0,141,15,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,146300.0,Auckland,House,3,660.0,633.0,700.0,598.0,78,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,146400.0,Auckland,House,3,530.0,498.0,700.0,358.0,45,6,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,146500.0,Auckland,House,3,650.0,616.0,660.0,610.0,117,9,6
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,146600.0,Auckland,House,3,660.0,662.0,690.0,643.0,123,9,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,146800.0,Auckland,House,3,630.0,626.0,650.0,599.0,72,6,3
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,147000.0,Auckland,House,3,635.0,646.0,659.0,608.0,105,6,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,147100.0,Auckland,House,3,650.0,652.0,705.0,603.0,96,12,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,147200.0,Auckland,House,3,655.0,641.0,693.0,598.0,189,18,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,147800.0,Auckland,House,3,590.0,604.0,608.0,588.0,51,6,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,148000.0,Auckland,House,3,630.0,641.0,683.0,593.0,48,6,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,148100.0,Auckland,House,3,670.0,687.0,763.0,625.0,60,6,3
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,148300.0,Auckland,House,3,720.0,700.0,750.0,650.0,81,9,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,148400.0,Auckland,House,3,685.0,654.0,755.0,593.0,51,6,0
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,148700.0,Auckland,House,3,590.0,530.0,635.0,500.0,39,6,0
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,148800.0,Auckland,House,3,635.0,631.0,650.0,610.0,69,9,9
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,149000.0,Auckland,House,3,578.0,590.0,625.0,541.0,159,12,15
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,149100.0,Auckland,House,3,650.0,645.0,670.0,623.0,114,15,12
1/01/2021,2021-01-01,2021-Q1,Jan-Mar 2021,2021,1,149200.0,Auckland,House,3,650.0,627.0,673.0,580.0,102,9,6
